Project,Full Path,Class Name,Kind,All Methods,Average Blank Lines,Average Code Lines,Average Comment Lines,Average Cyclomatic Complexity,Average Lines,Base Classes,Blank Lines,Class Methods,Class Variables,Code Lines,Comment Lines,Comment to Code Ratio,Coupled Classes,Coupled Classes Modified,Declarative Code Lines,Declarative Statements,Default Methods,Derived Classes,Executable Code Lines,Executable Statements,Instance Methods,Instance Variables,Lines,Max Cyclomatic Complexity,Max Inheritance Tree,Max Nesting,Methods,Percent Lack of Cohesion,Percent Lack of Cohesion Modified,Private Methods,Protected Methods,Public Methods,Semicolons,Statements,Sum Cyclomatic Complexity,Code Smell
activemq-5.17.0,org.apache.activemq.transport.amqp.AmqpFrameParser,AmqpFrameParser,Public Class,10,1,6,0,2,7,1,44,0,3,145,27,0.19,10,10,32,41,0,0,89,65,10,6,216,3,1,1,10,83,80,4,0,6,64,98,15,No
activemq-5.17.1,org.apache.activemq.transport.amqp.AmqpFrameParser.(Anon_3),(Anon_3),Anonymous Class,2,1,10,0,2,11,2,5,0,0,21,0,0,7,7,3,5,0,0,17,12,2,1,26,3,1,2,2,0,0,0,0,2,10,14,4,No
activemq-5.17.2,org.apache.activemq.transport.amqp.AmqpFrameParser.(Anon_4),(Anon_4),Anonymous Class,2,1,10,0,3,11,2,5,0,0,23,0,0,4,4,1,4,0,0,18,11,2,2,28,4,1,3,2,0,0,0,0,2,10,15,5,No
activemq-5.17.3,org.apache.activemq.transport.amqp.AmqpFrameParser.(Anon_5),(Anon_5),Anonymous Class,2,1,12,2,3,15,2,5,0,0,25,4,0.16,6,6,2,4,0,0,20,14,2,1,34,4,1,2,2,0,0,0,0,2,12,17,5,No
activemq-5.17.4,org.apache.activemq.transport.amqp.AmqpFrameParser.AmqpFrameParser.(Anon_1),(Anon_1),Anonymous Class,1,0,4,0,1,4,2,1,0,0,5,0,0,3,3,0,1,0,0,4,1,1,0,6,1,1,0,1,0,0,0,0,1,1,2,1,No
activemq-5.17.5,org.apache.activemq.transport.amqp.AmqpFrameParser.setWireFormat.(Anon_2),(Anon_2),Anonymous Class,1,0,4,0,1,4,2,1,0,0,5,0,0,2,2,0,1,0,0,4,1,1,0,6,1,1,0,1,0,0,0,0,1,1,2,1,No
activemq-5.17.6,org.apache.activemq.transport.tcp.TcpTransport,TcpTransport,Public Class,91,0,7,2,2,10,4,85,0,1,467,165,0.35,41,41,125,115,0,6,266,205,58,32,715,10,4,4,58,95,92,1,9,48,196,306,103,No
activemq-5.17.7,org.apache.activemq.util.IOExceptionSupport,IOExceptionSupport,Public Final Class,9,0,5,0,1,6,1,12,8,0,50,16,0.32,6,6,18,18,0,0,28,26,1,0,78,4,1,1,9,0,0,4,0,5,24,37,12,No
activemq-5.17.8,org.apache.activemq.transport.amqp.AmqpWireFormat,AmqpWireFormat,Public Class,25,0,6,1,1,7,2,37,0,9,164,42,0.26,21,21,64,58,0,0,91,69,25,10,243,5,1,3,25,91,90,0,0,25,78,117,37,No
activemq-5.17.9,org.apache.activemq.transport.amqp.AmqpHeader,AmqpHeader,Public Class,16,0,4,0,1,4,1,18,0,1,66,20,0.3,5,5,22,22,0,0,27,27,16,1,104,3,1,2,16,25,0,0,0,16,26,46,19,No
activemq-5.17.10,org.apache.activemq.transport.TransportSupport,TransportSupport,Public Abstract Class,28,0,4,1,1,6,2,17,0,1,70,43,0.61,10,10,20,20,0,7,29,27,16,1,130,3,2,2,16,75,75,0,1,15,22,45,22,No
activemq-5.17.11,org.apache.activemq.transport.amqp.AmqpInactivityMonitor,AmqpInactivityMonitor,Public Class,39,0,9,1,2,10,1,27,0,6,172,22,0.13,17,17,37,37,0,0,103,85,11,8,221,4,2,3,11,85,77,1,0,10,68,111,23,No
activemq-5.17.12,org.apache.activemq.transport.amqp.AmqpInactivityMonitor.(Anon_1),(Anon_1),Anonymous Class,1,1,21,0,4,22,1,3,0,0,23,0,0,4,4,2,4,0,0,18,10,1,1,26,4,2,3,1,0,0,0,0,1,7,12,4,No
activemq-5.17.13,org.apache.activemq.transport.amqp.AmqpInactivityMonitor.(Anon_1).run.(Anon_2),(Anon_2),Anonymous Class,1,0,5,0,1,5,1,0,0,0,6,0,0,5,5,0,1,0,0,5,1,1,0,6,1,2,0,1,0,0,0,0,1,1,2,1,No
activemq-5.17.14,org.apache.activemq.transport.amqp.AmqpInactivityMonitor.(Anon_3),(Anon_3),Anonymous Class,1,0,31,0,4,31,1,1,0,0,32,0,0,3,3,2,3,0,0,23,14,1,0,33,4,2,3,1,0,0,0,0,1,7,16,4,No
activemq-5.17.15,org.apache.activemq.transport.amqp.AmqpInactivityMonitor.(Anon_3).run.(Anon_4),(Anon_4),Anonymous Class,1,0,17,0,4,17,1,0,0,0,18,0,0,8,8,1,2,0,0,13,8,1,0,18,4,2,3,1,0,0,0,0,1,4,9,4,No
activemq-5.17.16,org.apache.activemq.transport.amqp.AmqpInactivityMonitor.(Anon_5),(Anon_5),Anonymous Class,1,0,6,0,1,6,1,0,0,0,7,0,0,3,3,2,2,0,0,6,3,1,0,7,1,2,0,1,0,0,0,0,1,3,4,1,No
activemq-5.17.17,org.apache.activemq.thread.SchedulerTimerTask,SchedulerTimerTask,Public Class,2,0,7,6,2,12,1,3,0,1,16,31,1.94,5,5,5,5,0,0,9,7,2,1,50,3,2,1,2,0,0,0,0,2,7,11,4,No
activemq-5.17.18,org.apache.activemq.transport.AbstractInactivityMonitor,AbstractInactivityMonitor,Public Abstract Class,66,1,9,0,2,10,1,81,5,6,421,33,0.08,27,27,88,93,2,2,262,208,33,22,535,11,2,4,38,93,88,10,5,21,176,278,75,No
activemq-5.17.19,org.apache.activemq.transport.InactivityIOException,InactivityIOException,Public Class,2,0,3,2,1,5,1,5,0,1,9,28,3.11,1,1,4,4,0,0,3,2,2,0,42,1,2,0,2,0,0,0,0,2,3,6,2,No
activemq-5.17.20,org.apache.activemq.transport.TransportFilter,TransportFilter,Public Class,28,0,4,1,1,5,3,28,0,0,128,34,0.27,9,9,57,31,0,19,38,37,28,2,190,3,1,1,28,46,46,0,0,28,35,68,32,No
activemq-5.17.21,org.apache.activemq.transport.amqp.AmqpNioSslTransport,AmqpNioSslTransport,Public Class,131,0,7,0,2,7,1,12,0,0,50,19,0.38,13,13,14,10,0,0,25,26,7,1,81,4,7,3,7,43,29,0,4,3,22,35,12,No
activemq-5.17.22,org.apache.activemq.transport.nio.NIOSSLTransport,NIOSSLTransport,Public Class,124,2,15,1,4,19,1,87,0,1,394,54,0.14,41,41,71,67,0,4,262,218,25,15,535,16,6,5,25,89,86,0,9,16,178,272,93,No
activemq-5.17.23,org.apache.activemq.transport.tcp.TcpTransport.InitBuffer,InitBuffer,Public Static Class,1,0,7,0,2,7,1,1,0,0,11,0,0,2,2,4,4,0,0,4,4,1,2,12,2,1,1,1,0,0,0,0,1,5,8,2,No
activemq-5.17.24,org.apache.activemq.transport.amqp.AmqpNioSslTransportFactory,AmqpNioSslTransportFactory,Public Class,48,0,10,0,2,10,1,6,0,0,41,16,0.39,19,19,13,9,0,0,19,13,4,1,63,3,5,2,4,75,75,0,2,2,11,21,6,No
activemq-5.17.25,org.apache.activemq.transport.amqp.AmqpNioSslTransportFactory.createTcpTransportServer.(Anon_1),(Anon_1),Anonymous Class,87,0,6,0,2,6,1,1,0,0,13,0,0,8,8,1,3,0,0,10,5,2,0,14,2,5,1,2,0,0,0,1,1,4,7,3,No
activemq-5.17.26,org.apache.activemq.broker.SslContext,SslContext,Public Class,22,0,4,0,1,4,1,12,2,1,97,19,0.2,12,12,33,33,0,3,42,39,20,7,128,4,1,3,22,86,82,0,0,22,38,67,27,No
activemq-5.17.27,org.apache.activemq.transport.tcp.TcpTransportServer,TcpTransportServer,Public Class,85,1,8,2,2,10,2,93,0,1,464,123,0.27,48,48,123,111,0,10,275,219,52,24,680,17,4,8,52,95,89,3,7,42,192,307,110,No
activemq-5.17.28,org.apache.activemq.transport.amqp.AmqpNioTransportFactory,AmqpNioTransportFactory,Public Class,44,1,6,0,1,7,2,14,0,0,54,20,0.37,25,25,25,15,0,1,23,19,8,1,88,2,4,1,8,75,75,0,4,4,19,30,9,No
activemq-5.17.29,org.apache.activemq.transport.amqp.AmqpNioTransport,AmqpNioTransport,Public Class,99,1,11,1,2,13,1,23,0,1,96,23,0.24,24,24,20,19,0,0,61,49,8,5,142,6,5,3,8,70,65,1,4,3,43,64,17,No
activemq-5.17.30,org.apache.activemq.transport.amqp.AmqpNioTransport.initializeStreams.(Anon_1),(Anon_1),Anonymous Class,2,0,8,0,2,8,2,1,0,0,16,0,0,8,8,0,2,0,0,12,6,2,0,17,2,1,1,2,0,0,0,0,2,4,8,4,No
activemq-5.17.31,org.apache.activemq.transport.nio.NIOOutputStream,NIOOutputStream,Public Class,12,0,9,6,2,15,2,21,0,1,119,97,0.82,9,9,31,25,0,0,66,57,12,7,236,7,2,5,12,75,57,1,2,9,54,81,25,No
activemq-5.17.32,org.apache.activemq.transport.nio.SelectorManager,SelectorManager,Public Final Class,20,0,4,0,1,5,1,28,7,1,98,24,0.24,17,17,36,37,1,0,48,38,13,4,150,4,1,3,20,88,88,8,1,10,41,67,26,No
activemq-5.17.33,org.apache.activemq.transport.nio.SelectorSelection,SelectorSelection,Public Final Class,7,0,9,0,1,9,1,8,0,0,67,19,0.28,7,7,13,17,0,0,38,21,7,5,94,2,1,1,7,74,74,0,0,7,20,37,8,No
activemq-5.17.34,org.apache.activemq.util.ServiceStopper,ServiceStopper,Public Class,6,0,7,2,2,9,1,7,0,0,45,35,0.78,9,9,11,12,0,0,23,20,6,1,87,3,1,2,6,67,17,0,1,5,16,29,13,No
activemq-5.17.35,org.apache.activemq.util.ServiceSupport,ServiceSupport,Public Abstract Class,12,0,6,2,2,8,2,13,1,1,69,43,0.62,8,8,20,22,0,13,40,35,11,4,125,4,1,2,12,70,70,0,4,8,31,51,16,No
activemq-5.17.36,org.apache.activemq.transport.amqp.AmqpNioTransportFactory.createTcpTransportServer.(Anon_1),(Anon_1),Anonymous Class,86,0,4,0,1,4,1,0,0,0,5,0,0,6,6,0,1,0,0,4,1,1,0,5,1,5,0,1,0,0,0,1,0,1,2,1,No
activemq-5.17.37,org.apache.activemq.broker.BrokerService,BrokerService,Public Class,289,0,7,2,2,9,2,375,0,10,2241,557,0.25,142,142,563,596,0,6,1309,1094,289,113,3164,18,1,7,289,99,94,12,34,243,972,1560,549,No
activemq-5.17.38,org.apache.activemq.transport.MutexTransport,MutexTransport,Public Class,38,0,7,0,1,7,1,11,0,0,71,19,0.27,6,6,19,13,0,0,36,30,10,2,101,2,2,2,10,50,50,0,0,10,25,42,11,No
activemq-5.17.39,org.apache.activemq.transport.nio.NIOTransportFactory,NIOTransportFactory,Public Class,36,1,15,0,1,17,1,12,0,0,79,16,0.2,13,13,20,23,0,6,52,31,5,0,107,1,3,0,5,0,0,0,4,1,31,46,5,No
activemq-5.17.40,org.apache.activemq.util.IntrospectionSupport,IntrospectionSupport,Public Final Class,17,2,16,1,4,19,1,48,16,1,279,32,0.11,25,25,58,67,0,0,188,170,1,0,359,10,1,4,17,0,0,3,1,13,123,200,73,No
activemq-5.17.41,org.apache.activemq.transport.amqp.AmqpTransportFilter,AmqpTransportFilter,Public Class,55,0,6,0,2,6,2,30,0,3,179,22,0.12,17,17,58,41,0,0,87,73,27,5,231,4,2,2,27,76,75,0,0,27,66,110,41,No
activemq-5.17.42,org.apache.activemq.transport.amqp.AmqpProtocolDiscriminator,AmqpProtocolDiscriminator,Public Class,6,1,7,0,2,8,2,17,0,2,73,21,0.29,10,10,24,22,0,0,37,26,6,3,111,6,1,3,6,61,61,0,0,6,26,45,11,No
activemq-5.17.43,org.apache.activemq.transport.amqp.AmqpProtocolDiscriminator.(Anon_1),(Anon_1),Anonymous Class,2,0,8,0,3,8,2,2,0,0,16,0,0,6,6,0,2,0,0,12,5,2,0,18,4,1,2,2,0,0,0,0,2,3,7,5,No
activemq-5.17.44,org.apache.activemq.transport.amqp.protocol.AmqpConnection,AmqpConnection,Public Class,42,1,13,1,3,15,2,111,0,6,578,65,0.11,84,84,125,124,14,0,401,321,42,18,750,13,1,3,42,92,85,5,12,11,281,399,109,No
activemq-5.17.45,org.apache.activemq.transport.amqp.AmqpProtocolException,AmqpProtocolException,Public Class,8,0,3,0,1,3,1,10,0,1,32,16,0.5,2,2,12,12,0,0,12,11,8,2,58,1,2,0,8,75,13,0,0,8,14,23,8,No
activemq-5.17.46,org.apache.activemq.transport.amqp.AmqpSslTransportFactory,AmqpSslTransportFactory,Public Class,43,1,7,0,1,8,2,11,0,0,36,20,0.56,14,14,18,11,0,0,16,15,5,1,67,2,4,1,5,60,60,0,2,3,15,22,6,No
activemq-5.17.47,org.apache.activemq.transport.tcp.SslTransportFactory,SslTransportFactory,Public Class,38,1,11,5,2,16,1,12,0,1,77,57,0.74,30,30,29,21,0,4,46,39,7,0,146,3,3,2,7,0,0,0,4,3,33,48,14,No
activemq-5.17.48,org.apache.activemq.transport.amqp.AmqpSupport,AmqpSupport,Public Class,7,2,13,10,4,24,1,24,7,22,112,77,0.69,16,16,36,39,0,0,78,69,0,0,213,7,1,4,7,0,0,0,0,7,54,84,26,No
activemq-5.17.49,org.apache.activemq.command.ActiveMQDestination,ActiveMQDestination,Public Abstract Class,42,0,9,0,3,10,5,55,5,15,330,32,0.1,34,34,85,79,0,5,200,167,30,6,413,12,2,4,35,87,77,0,2,33,145,231,90,Yes
activemq-5.17.50,org.apache.activemq.transport.amqp.AmqpTransportFactory,AmqpTransportFactory,Public Class,36,1,7,0,1,8,2,11,0,0,36,20,0.56,14,14,18,11,0,0,16,15,5,1,67,2,3,1,5,60,60,0,2,3,15,22,6,No
activemq-5.17.51,org.apache.activemq.transport.tcp.TcpTransportFactory,TcpTransportFactory,Public Class,31,1,8,3,2,11,1,21,0,1,88,45,0.51,32,32,30,25,0,8,51,47,11,0,154,5,2,3,11,0,0,0,7,4,40,60,19,No
activemq-5.17.52,org.apache.activemq.transport.tcp.SslTransport,SslTransport,Public Class,99,1,8,9,2,18,1,17,0,0,66,88,1.33,20,20,21,15,0,3,33,28,8,1,170,6,5,2,8,75,75,0,1,7,24,41,16,No
activemq-5.17.53,org.apache.activemq.transport.amqp.message.InboundTransformer,InboundTransformer,Public Abstract Class,6,5,60,1,19,66,1,21,0,3,189,2,0.01,33,33,32,34,0,2,136,122,6,0,212,39,1,4,6,0,0,1,2,3,78,138,56,No
activemq-5.17.54,org.apache.activemq.util.ByteArrayInputStream,ByteArrayInputStream,Public Class,11,0,5,0,1,5,1,12,0,0,63,20,0.32,2,2,16,16,0,0,30,27,11,4,95,3,2,2,11,59,34,0,0,11,26,43,16,No
activemq-5.17.55,org.apache.activemq.util.ByteArrayOutputStream,ByteArrayOutputStream,Public Class,10,0,5,0,1,6,1,10,0,0,56,25,0.45,1,1,19,19,0,0,28,23,10,2,91,4,2,2,10,25,20,1,0,9,26,41,14,No
activemq-5.17.56,org.apache.activemq.util.ByteSequence,ByteSequence,Public Class,17,0,5,0,2,5,1,18,0,0,92,16,0.17,0,0,23,27,0,0,44,45,17,3,126,4,1,2,17,35,33,2,0,15,43,72,28,No
activemq-5.17.57,org.apache.activemq.transport.amqp.AmqpWireFormatFactory,AmqpWireFormatFactory,Public Class,13,0,4,0,1,4,2,16,0,0,55,19,0.35,5,5,22,21,0,0,26,20,13,6,90,1,1,0,13,85,77,0,0,13,26,40,13,No
activemq-5.17.58,org.apache.activemq.transport.amqp.AmqpWSTransport,AmqpWSTransport,Public Class,44,0,5,1,1,5,3,22,0,0,81,15,0.19,13,13,37,22,0,0,25,23,16,5,118,2,3,1,16,86,85,0,2,14,24,44,19,No
activemq-5.17.59,org.apache.activemq.transport.amqp.AmqpWSTransportFactory,AmqpWSTransportFactory,Public Class,26,1,5,1,1,7,2,11,0,0,35,10,0.29,16,16,17,11,0,0,15,14,6,1,56,1,2,0,6,67,67,0,3,3,15,22,6,No
activemq-5.17.60,org.apache.activemq.transport.TransportFactory,TransportFactory,Public Abstract Class,20,0,7,4,2,12,1,26,7,5,145,98,0.68,27,27,51,47,0,11,86,80,13,0,269,4,1,2,20,0,0,0,5,15,69,103,33,No
activemq-5.17.61,org.apache.activemq.transport.amqp.message.AmqpContentTypeSupport,AmqpContentTypeSupport,Public Final Class,4,4,20,2,6,25,1,20,4,11,92,9,0.1,7,7,29,29,0,0,65,46,0,0,121,11,1,4,4,0,0,3,0,1,43,65,22,No
activemq-5.17.62,org.apache.activemq.transport.amqp.message.InvalidContentTypeException,InvalidContentTypeException,Public Class,1,0,3,0,1,3,1,2,0,1,6,0,0,1,1,3,3,0,0,2,1,1,0,8,1,2,0,1,0,0,0,0,1,2,4,1,No
activemq-5.17.63,org.apache.activemq.transport.amqp.message.AMQPMessageIdHelper,AMQPMessageIdHelper,Public Class,11,1,9,5,3,16,1,30,0,10,114,81,0.71,8,8,39,41,0,0,81,69,11,0,225,7,1,2,11,0,0,7,0,4,60,91,29,No
activemq-5.17.64,org.apache.activemq.transport.amqp.message.AmqpMessageSupport,AmqpMessageSupport,Public Final Class,9,2,12,9,3,23,1,40,9,40,159,89,0.56,30,30,68,68,0,0,117,63,0,0,288,5,1,4,9,0,0,1,0,8,89,118,25,No
activemq-5.17.65,org.apache.activemq.command.ActiveMQBytesMessage,ActiveMQBytesMessage,Public Class,248,0,11,8,3,18,2,52,0,1,484,397,0.82,32,32,107,70,0,0,301,249,44,4,933,12,4,4,44,74,44,5,3,36,198,304,116,No
activemq-5.17.66,org.apache.activemq.command.ActiveMQMapMessage,ActiveMQMapMessage,Public Class,247,0,9,7,2,16,2,49,0,1,397,355,0.89,37,37,102,66,0,0,224,207,43,1,801,8,4,3,43,44,7,5,1,37,156,254,98,No
activemq-5.17.67,org.apache.activemq.command.ActiveMQObjectMessage,ActiveMQObjectMessage,Public Class,224,0,7,2,2,9,3,27,0,1,151,76,0.5,24,24,53,38,0,0,83,74,20,3,254,5,4,3,20,68,58,1,0,19,68,99,30,No
activemq-5.17.68,org.apache.activemq.command.ActiveMQTextMessage,ActiveMQTextMessage,Public Class,219,0,9,1,2,10,2,18,0,1,138,34,0.25,21,21,45,32,0,0,78,66,15,1,190,6,4,4,15,33,20,2,0,13,60,90,29,No
activemq-5.17.69,org.apache.activemq.util.JMSExceptionSupport,JMSExceptionSupport,Public Final Class,7,0,11,0,2,11,1,7,6,0,76,16,0.21,9,9,19,19,0,0,49,47,1,0,99,5,1,1,7,0,0,1,0,6,40,57,16,No
activemq-5.17.70,org.apache.activemq.command.Message,Message,Public Abstract Class,135,0,5,1,1,6,3,132,0,2,546,155,0.28,30,30,201,172,0,2,221,211,113,39,833,4,2,2,113,97,96,2,6,105,236,374,135,No
activemq-5.17.71,org.apache.activemq.transport.amqp.message.AMQPNativeInboundTransformer,AMQPNativeInboundTransformer,Public Class,12,1,5,0,1,6,1,6,0,0,17,0,0,6,6,9,6,0,0,6,6,3,0,23,1,3,0,3,0,0,0,1,2,6,10,3,No
activemq-5.17.72,org.apache.activemq.command.ActiveMQMessage,ActiveMQMessage,Public Class,204,0,7,0,2,8,3,82,2,4,627,52,0.08,43,43,178,133,0,7,342,282,67,1,761,8,3,3,69,94,93,0,8,61,220,376,128,No
activemq-5.17.73,org.apache.activemq.transport.amqp.message.AMQPRawInboundTransformer,AMQPRawInboundTransformer,Public Class,9,2,7,1,1,10,1,8,0,0,24,3,0.13,10,10,9,6,0,1,12,12,3,0,34,2,2,1,3,0,0,0,1,2,11,16,4,No
activemq-5.17.74,org.apache.activemq.transport.amqp.message.EncodedMessage,EncodedMessage,Public Class,7,0,5,0,1,5,1,10,0,0,36,0,0,5,5,15,14,0,0,16,16,7,2,46,2,1,1,7,50,43,0,0,7,17,26,8,No
activemq-5.17.75,org.apache.activemq.transport.amqp.message.AMQPNativeOutboundTransformer,AMQPNativeOutboundTransformer,Public Class,2,5,22,3,4,29,2,11,1,0,45,5,0.11,14,14,15,14,1,0,31,27,1,0,61,6,1,2,2,0,0,0,0,1,24,33,8,No
activemq-5.17.76,org.apache.activemq.transport.amqp.message.AmqpWritableBuffer,AmqpWritableBuffer,Public Class,19,0,6,1,1,6,2,23,0,1,110,12,0.11,3,3,41,27,0,0,51,48,19,2,145,2,1,1,19,42,24,1,0,18,50,73,22,No
activemq-5.17.77,org.apache.activemq.transport.amqp.message.AutoOutboundTransformer,AutoOutboundTransformer,Public Class,5,1,15,0,4,16,1,3,0,0,18,0,0,8,8,4,3,0,0,10,8,1,1,21,4,2,2,1,0,0,0,0,1,5,10,4,No
activemq-5.17.78,org.apache.activemq.transport.amqp.message.JMSMappingOutboundTransformer,JMSMappingOutboundTransformer,Public Class,4,8,94,3,27,105,2,42,2,7,393,12,0.03,55,55,60,60,0,1,304,262,2,3,447,68,1,4,4,92,92,3,0,1,188,287,107,No
activemq-5.17.79,org.apache.activemq.transport.amqp.message.JMSMappingInboundTransformer,JMSMappingInboundTransformer,Public Class,14,2,16,0,4,18,1,24,4,0,128,2,0.02,35,35,34,33,0,0,92,80,4,0,154,20,2,4,8,0,0,2,1,5,62,96,31,No
activemq-5.17.80,org.apache.activemq.command.ActiveMQStreamMessage,ActiveMQStreamMessage,Public Class,241,1,19,8,5,28,2,87,0,1,719,388,0.54,33,33,103,70,0,0,493,419,37,4,1194,19,4,5,37,71,57,3,1,33,303,466,184,No
activemq-5.17.81,org.apache.activemq.command.ConnectionId,ConnectionId,Public Class,14,0,3,0,1,4,3,16,0,1,52,23,0.44,5,5,18,18,0,0,19,17,14,1,91,3,1,1,14,21,21,0,0,14,18,35,16,No
activemq-5.17.82,org.apache.activemq.command.ConnectionInfo,ConnectionInfo,Public Class,53,0,3,2,1,6,1,33,0,1,122,85,0.7,8,8,47,47,0,0,48,45,31,12,240,1,2,0,31,90,87,1,0,30,58,90,31,No
activemq-5.17.83,org.apache.activemq.command.ConsumerId,ConsumerId,Public Class,16,0,5,1,1,5,2,19,0,1,83,29,0.35,3,3,26,26,0,0,36,34,16,6,131,3,1,2,16,72,72,0,0,16,35,59,23,No
activemq-5.17.84,org.apache.activemq.command.MessageId,MessageId,Public Class,31,0,5,1,1,6,3,36,0,1,160,52,0.33,7,7,53,47,0,0,72,65,31,10,248,4,1,3,31,85,82,1,0,30,68,109,40,No
activemq-5.17.85,org.apache.activemq.command.RemoveInfo,RemoveInfo,Public Class,34,0,4,2,1,5,1,14,0,3,53,40,0.75,9,9,18,18,0,0,25,16,12,2,107,5,2,1,12,54,54,0,0,12,20,34,16,No
activemq-5.17.86,org.apache.activemq.util.TypeConversionSupport,TypeConversionSupport,Public Final Class,4,1,13,2,5,16,1,20,3,2,211,28,0.13,11,11,30,39,0,0,153,105,1,0,259,9,1,2,4,0,0,2,0,2,86,137,19,No
activemq-5.17.87,org.apache.activemq.transport.amqp.message.UTF8BufferType,UTF8BufferType,Public Class,6,0,4,0,1,4,2,35,0,0,126,14,0.11,12,12,62,40,0,0,34,34,6,2,175,2,1,0,6,42,25,0,0,6,40,72,7,No
activemq-5.17.88,org.apache.activemq.transport.amqp.message.UTF8BufferType.LargeUTF8BufferEncoding,LargeUTF8BufferEncoding,Public Class,20,0,4,0,1,4,1,4,0,0,17,0,0,5,5,8,5,0,0,4,4,4,0,21,1,2,0,4,0,0,0,0,4,4,9,4,No
activemq-5.17.89,org.apache.activemq.transport.amqp.message.UTF8BufferType.SmallUTF8BufferEncoding,SmallUTF8BufferEncoding,Public Class,20,0,4,0,1,4,1,4,0,0,17,0,0,5,5,8,5,0,0,4,4,4,0,21,1,2,0,4,0,0,0,0,4,4,9,4,No
activemq-5.17.90,org.apache.activemq.transport.amqp.message.UTF8BufferType.UTF8BufferEncoding,UTF8BufferEncoding,Public Abstract Class,16,0,4,0,1,4,2,17,0,0,62,10,0.16,10,10,31,20,0,2,17,17,16,2,89,1,1,0,16,86,79,0,0,16,21,36,14,No
activemq-5.17.91,org.apache.activemq.transport.amqp.protocol.AmqpAbstractLink,AmqpAbstractLink,Public Abstract Generic Class,12,1,6,3,2,10,2,20,0,0,81,55,0.68,10,10,23,19,0,2,37,36,12,5,156,4,1,3,12,75,65,0,2,10,31,54,21,No
activemq-5.17.92,org.apache.activemq.transport.amqp.protocol.AmqpSession,AmqpSession,Public Class,19,2,14,2,3,19,2,68,0,1,284,46,0.16,47,47,63,66,0,0,202,164,19,7,398,19,1,4,19,79,74,2,0,17,145,205,48,No
activemq-5.17.93,org.apache.activemq.transport.amqp.protocol.AmqpAbstractReceiver,AmqpAbstractReceiver,Public Abstract Class,21,1,6,3,2,10,1,20,0,1,57,43,0.75,13,13,20,15,0,2,25,23,9,3,120,6,2,2,9,83,83,0,1,8,21,36,13,No
activemq-5.17.94,org.apache.activemq.command.LocalTransactionId,LocalTransactionId,Public Class,18,0,4,1,1,5,2,18,0,1,66,31,0.47,3,3,22,22,0,0,27,25,14,4,115,3,2,1,14,71,66,0,0,14,26,46,19,No
activemq-5.17.95,org.apache.activemq.transport.amqp.protocol.AmqpConnection.createTemporaryDestination.(Anon_4),(Anon_4),Anonymous Class,1,2,14,0,3,16,2,3,0,0,15,0,0,10,10,1,2,0,0,12,8,1,0,18,3,1,2,1,0,0,0,0,1,6,9,3,No
activemq-5.17.96,org.apache.activemq.transport.amqp.protocol.AmqpConnection.deleteTemporaryDestination.(Anon_5),(Anon_5),Anonymous Class,1,0,7,0,2,7,2,1,0,0,8,0,0,7,7,1,2,0,0,6,3,1,0,9,2,1,1,1,0,0,0,0,1,2,4,2,No
activemq-5.17.97,org.apache.activemq.transport.amqp.protocol.AmqpConnection.processConnectionClose.(Anon_3),(Anon_3),Anonymous Class,1,1,8,0,2,9,2,1,0,0,9,0,0,5,5,0,1,0,0,7,4,1,0,10,2,1,1,1,0,0,0,0,1,3,5,2,No
activemq-5.17.98,org.apache.activemq.transport.amqp.protocol.AmqpConnection.processConnectionOpen.(Anon_2),(Anon_2),Anonymous Class,1,7,38,0,6,45,2,7,0,0,39,0,0,18,18,3,4,0,0,33,26,1,0,46,6,1,3,1,0,0,0,0,1,21,28,6,No
activemq-5.17.99,org.apache.activemq.transport.amqp.protocol.AmqpConnection.updateTracer.(Anon_1),(Anon_1),Anonymous Class,2,0,4,0,1,4,1,1,0,0,9,0,0,4,4,0,2,0,0,7,2,2,0,10,1,2,0,2,0,0,0,0,2,2,4,2,No
activemq-5.17.100,org.apache.activemq.broker.region.AbstractRegion,AbstractRegion,Public Abstract Class,33,1,15,3,3,19,2,67,0,1,509,109,0.21,57,57,117,102,0,3,323,282,33,13,685,11,1,5,33,83,79,0,10,23,217,336,98,No
activemq-5.17.101,org.apache.activemq.broker.region.DurableTopicSubscription,DurableTopicSubscription,Public Class,123,0,11,1,2,12,2,43,0,1,323,36,0.11,51,51,76,66,0,0,192,170,29,8,401,12,3,4,29,86,83,0,7,22,131,217,65,No
activemq-5.17.102,org.apache.activemq.broker.region.RegionBroker,RegionBroker,Public Class,149,0,8,0,2,9,1,107,0,3,731,42,0.06,78,78,216,169,0,1,409,357,81,28,880,11,2,6,81,96,92,1,10,70,302,472,150,No
activemq-5.17.103,org.apache.activemq.broker.region.TopicRegion,TopicRegion,Public Class,54,1,15,1,4,17,1,38,0,1,329,44,0.13,49,49,78,77,0,1,218,195,21,6,411,13,2,6,21,83,79,2,4,15,149,231,74,No
activemq-5.17.104,org.apache.activemq.command.ActiveMQTempDestination,ActiveMQTempDestination,Public Abstract Class,53,0,4,0,1,5,1,12,0,1,54,24,0.44,6,6,18,18,0,2,22,21,11,3,90,5,3,4,11,76,76,0,0,11,19,36,16,No
