Project,Full Path,Class Name,Kind,All Methods,Average Blank Lines,Average Code Lines,Average Comment Lines,Average Cyclomatic Complexity,Average Lines,Base Classes,Blank Lines,Class Methods,Class Variables,Code Lines,Comment Lines,Comment to Code Ratio,Coupled Classes,Coupled Classes Modified,Declarative Code Lines,Declarative Statements,Default Methods,Derived Classes,Executable Code Lines,Executable Statements,Instance Methods,Instance Variables,Lines,Max Cyclomatic Complexity,Max Inheritance Tree,Max Nesting,Methods,Percent Lack of Cohesion,Percent Lack of Cohesion Modified,Private Methods,Protected Methods,Public Methods,Semicolons,Statements,Sum Cyclomatic Complexity,Code Smell
cxf,org.apache.cxf.systest.http_undertow.continuations.HelloContinuationService,HelloContinuationService,Public Class,2,0,4,0,1,4,1,2,0,2,16,24,1.5,5,5,11,5,0,0,4,4,2,0,39,1,2,0,2,0,0,0,0,2,4,7,2,No
cxf,org.apache.cxf.systest.http_undertow.continuations.ControlWorker,ControlWorker,Public Class,2,1,12,1,3,13,2,4,0,0,29,19,0.66,6,6,10,7,0,0,14,12,2,4,52,4,1,2,2,0,0,0,0,2,14,19,5,No
cxf,org.apache.cxf.systest.http_undertow.continuations.HelloWorker,HelloWorker,Public Class,2,2,14,1,3,16,2,6,0,0,35,19,0.54,7,7,13,9,0,0,18,15,2,5,60,4,1,1,2,0,0,0,0,2,18,23,5,No
cxf,org.apache.cxf.systest.http_undertow.continuations.HelloImplWithWrapppedContinuation,HelloImplWithWrapppedContinuation,Public Class,5,1,14,1,3,16,2,14,0,0,82,22,0.27,11,11,25,16,0,0,46,40,5,2,117,6,1,2,5,50,30,2,0,3,28,49,14,No
cxf,org.apache.cxf.systest.http_undertow.Dummy,Dummy,Public Class,1,0,4,0,1,4,2,1,0,0,7,18,2.57,3,3,4,2,0,0,1,1,1,0,26,1,1,0,1,0,0,0,0,1,1,3,1,No
cxf,org.apache.cxf.systest.http_undertow.GreeterImpl,GreeterImpl,Public Class,21,0,3,0,1,4,2,22,0,0,79,23,0.29,9,9,32,22,0,0,23,22,21,0,123,3,1,2,21,0,0,0,0,21,20,44,23,No
cxf,org.apache.cxf.systest.http_undertow.http2.AbstractBookServerHttp2,AbstractBookServerHttp2,Abstract Class,19,0,8,0,1,8,1,4,0,0,30,19,0.63,14,14,11,11,1,2,18,17,3,4,52,1,3,0,3,33,33,0,1,1,21,25,3,No
cxf,org.apache.cxf.systest.http_undertow.websocket.BookStorePerRequest,BookStorePerRequest,Public Class,11,0,6,0,1,6,1,16,0,0,76,18,0.24,17,17,31,21,1,0,34,31,11,4,110,2,1,1,11,77,64,1,0,9,29,46,16,No
cxf,org.apache.cxf.systest.http_undertow.websocket.BookStoreWebSocket,BookStoreWebSocket,Public Class,10,0,12,0,2,12,1,11,0,1,125,21,0.17,25,25,49,25,0,0,59,47,10,1,156,3,1,2,10,90,90,0,0,10,44,66,15,No
cxf,org.apache.cxf.systest.http_undertow.http2.AbstractUndertowClientServerHttp2Test,AbstractUndertowClientServerHttp2Test,Abstract Class,29,2,12,0,1,15,1,15,0,0,66,19,0.29,14,14,25,17,0,2,45,27,7,0,100,3,3,2,7,0,0,0,3,4,26,35,7,No
cxf,org.apache.cxf.systest.http_undertow.http2.Http2TestClient,Http2TestClient,Public Class,5,2,15,0,1,17,1,23,0,2,106,21,0.2,25,25,30,33,0,0,68,38,5,4,150,2,1,1,5,60,60,1,0,4,44,64,6,No
