Project,Full Path,Class Name,Kind,All Methods,Average Blank Lines,Average Code Lines,Average Comment Lines,Average Cyclomatic Complexity,Average Lines,Base Classes,Blank Lines,Class Methods,Class Variables,Code Lines,Comment Lines,Comment to Code Ratio,Coupled Classes,Coupled Classes Modified,Declarative Code Lines,Declarative Statements,Default Methods,Derived Classes,Executable Code Lines,Executable Statements,Instance Methods,Instance Variables,Lines,Max Cyclomatic Complexity,Max Inheritance Tree,Max Nesting,Methods,Percent Lack of Cohesion,Percent Lack of Cohesion Modified,Private Methods,Protected Methods,Public Methods,Semicolons,Statements,Sum Cyclomatic Complexity,Code Smell
Activemq,org.apache.activemq.transport.amqp.message.AMQPNativeInboundTransformer,AMQPNativeInboundTransformer,Public Class,12,1,5,0,1,6,1,6,0,0,17,0,0,6,6,9,6,0,0,6,6,3,0,23,1,3,0,3,0,0,0,1,2,6,10,3,No
Activemq,org.apache.activemq.command.ActiveMQMessage,ActiveMQMessage,Public Class,204,0,7,0,2,8,3,82,2,4,627,52,0.08,43,43,178,133,0,7,342,282,67,1,761,8,3,3,69,94,93,0,8,61,220,376,128,No
Activemq,org.apache.activemq.transport.amqp.message.AMQPRawInboundTransformer,AMQPRawInboundTransformer,Public Class,9,2,7,1,1,10,1,8,0,0,24,3,0.13,10,10,9,6,0,1,12,12,3,0,34,2,2,1,3,0,0,0,1,2,11,16,4,No
Activemq,org.apache.activemq.transport.amqp.message.EncodedMessage,EncodedMessage,Public Class,7,0,5,0,1,5,1,10,0,0,36,0,0,5,5,15,14,0,0,16,16,7,2,46,2,1,1,7,50,43,0,0,7,17,26,8,No
Activemq,org.apache.activemq.transport.amqp.message.AMQPNativeOutboundTransformer,AMQPNativeOutboundTransformer,Public Class,2,5,22,3,4,29,2,11,1,0,45,5,0.11,14,14,15,14,1,0,31,27,1,0,61,6,1,2,2,0,0,0,0,1,24,33,8,No
Activemq,org.apache.activemq.transport.amqp.message.AmqpWritableBuffer,AmqpWritableBuffer,Public Class,19,0,6,1,1,6,2,23,0,1,110,12,0.11,3,3,41,27,0,0,51,48,19,2,145,2,1,1,19,42,24,1,0,18,50,73,22,No
Activemq,org.apache.activemq.transport.amqp.message.AutoOutboundTransformer,AutoOutboundTransformer,Public Class,5,1,15,0,4,16,1,3,0,0,18,0,0,8,8,4,3,0,0,10,8,1,1,21,4,2,2,1,0,0,0,0,1,5,10,4,No
Activemq,org.apache.activemq.transport.amqp.message.JMSMappingOutboundTransformer,JMSMappingOutboundTransformer,Public Class,4,8,94,3,27,105,2,42,2,7,393,12,0.03,55,55,60,60,0,1,304,262,2,3,447,68,1,4,4,92,92,3,0,1,188,287,107,No
Activemq,org.apache.activemq.transport.amqp.message.JMSMappingInboundTransformer,JMSMappingInboundTransformer,Public Class,14,2,16,0,4,18,1,24,4,0,128,2,0.02,35,35,34,33,0,0,92,80,4,0,154,20,2,4,8,0,0,2,1,5,62,96,31,No
Activemq,org.apache.activemq.command.ActiveMQStreamMessage,ActiveMQStreamMessage,Public Class,241,1,19,8,5,28,2,87,0,1,719,388,0.54,33,33,103,70,0,0,493,419,37,4,1194,19,4,5,37,71,57,3,1,33,303,466,184,No
Activemq,org.apache.activemq.command.ConnectionId,ConnectionId,Public Class,14,0,3,0,1,4,3,16,0,1,52,23,0.44,5,5,18,18,0,0,19,17,14,1,91,3,1,1,14,21,21,0,0,14,18,35,16,No
Activemq,org.apache.activemq.command.ConnectionInfo,ConnectionInfo,Public Class,53,0,3,2,1,6,1,33,0,1,122,85,0.7,8,8,47,47,0,0,48,45,31,12,240,1,2,0,31,90,87,1,0,30,58,90,31,No
Activemq,org.apache.activemq.command.ConsumerId,ConsumerId,Public Class,16,0,5,1,1,5,2,19,0,1,83,29,0.35,3,3,26,26,0,0,36,34,16,6,131,3,1,2,16,72,72,0,0,16,35,59,23,No
Activemq,org.apache.activemq.command.MessageId,MessageId,Public Class,31,0,5,1,1,6,3,36,0,1,160,52,0.33,7,7,53,47,0,0,72,65,31,10,248,4,1,3,31,85,82,1,0,30,68,109,40,No
Activemq,org.apache.activemq.command.RemoveInfo,RemoveInfo,Public Class,34,0,4,2,1,5,1,14,0,3,53,40,0.75,9,9,18,18,0,0,25,16,12,2,107,5,2,1,12,54,54,0,0,12,20,34,16,No
Activemq,org.apache.activemq.util.TypeConversionSupport,TypeConversionSupport,Public Final Class,4,1,13,2,5,16,1,20,3,2,211,28,0.13,11,11,30,39,0,0,153,105,1,0,259,9,1,2,4,0,0,2,0,2,86,137,19,No
Activemq,org.apache.activemq.transport.amqp.message.UTF8BufferType,UTF8BufferType,Public Class,6,0,4,0,1,4,2,35,0,0,126,14,0.11,12,12,62,40,0,0,34,34,6,2,175,2,1,0,6,42,25,0,0,6,40,72,7,No
Activemq,org.apache.activemq.transport.amqp.message.UTF8BufferType.LargeUTF8BufferEncoding,LargeUTF8BufferEncoding,Public Class,20,0,4,0,1,4,1,4,0,0,17,0,0,5,5,8,5,0,0,4,4,4,0,21,1,2,0,4,0,0,0,0,4,4,9,4,No
Activemq,org.apache.activemq.transport.amqp.message.UTF8BufferType.SmallUTF8BufferEncoding,SmallUTF8BufferEncoding,Public Class,20,0,4,0,1,4,1,4,0,0,17,0,0,5,5,8,5,0,0,4,4,4,0,21,1,2,0,4,0,0,0,0,4,4,9,4,No
Activemq,org.apache.activemq.transport.amqp.message.UTF8BufferType.UTF8BufferEncoding,UTF8BufferEncoding,Public Abstract Class,16,0,4,0,1,4,2,17,0,0,62,10,0.16,10,10,31,20,0,2,17,17,16,2,89,1,1,0,16,86,79,0,0,16,21,36,14,No
Activemq,org.apache.activemq.transport.amqp.protocol.AmqpAbstractLink,AmqpAbstractLink,Public Abstract Generic Class,12,1,6,3,2,10,2,20,0,0,81,55,0.68,10,10,23,19,0,2,37,36,12,5,156,4,1,3,12,75,65,0,2,10,31,54,21,No
Activemq,org.apache.activemq.transport.amqp.protocol.AmqpSession,AmqpSession,Public Class,19,2,14,2,3,19,2,68,0,1,284,46,0.16,47,47,63,66,0,0,202,164,19,7,398,19,1,4,19,79,74,2,0,17,145,205,48,No
Activemq,org.apache.activemq.transport.amqp.protocol.AmqpAbstractReceiver,AmqpAbstractReceiver,Public Abstract Class,21,1,6,3,2,10,1,20,0,1,57,43,0.75,13,13,20,15,0,2,25,23,9,3,120,6,2,2,9,83,83,0,1,8,21,36,13,No
Activemq,org.apache.activemq.command.LocalTransactionId,LocalTransactionId,Public Class,18,0,4,1,1,5,2,18,0,1,66,31,0.47,3,3,22,22,0,0,27,25,14,4,115,3,2,1,14,71,66,0,0,14,26,46,19,No
Activemq,org.apache.activemq.transport.amqp.protocol.AmqpConnection.createTemporaryDestination.(Anon_4),(Anon_4),Anonymous Class,1,2,14,0,3,16,2,3,0,0,15,0,0,10,10,1,2,0,0,12,8,1,0,18,3,1,2,1,0,0,0,0,1,6,9,3,No
Activemq,org.apache.activemq.transport.amqp.protocol.AmqpConnection.deleteTemporaryDestination.(Anon_5),(Anon_5),Anonymous Class,1,0,7,0,2,7,2,1,0,0,8,0,0,7,7,1,2,0,0,6,3,1,0,9,2,1,1,1,0,0,0,0,1,2,4,2,No
Activemq,org.apache.activemq.transport.amqp.protocol.AmqpConnection.processConnectionClose.(Anon_3),(Anon_3),Anonymous Class,1,1,8,0,2,9,2,1,0,0,9,0,0,5,5,0,1,0,0,7,4,1,0,10,2,1,1,1,0,0,0,0,1,3,5,2,No
Activemq,org.apache.activemq.transport.amqp.protocol.AmqpConnection.processConnectionOpen.(Anon_2),(Anon_2),Anonymous Class,1,7,38,0,6,45,2,7,0,0,39,0,0,18,18,3,4,0,0,33,26,1,0,46,6,1,3,1,0,0,0,0,1,21,28,6,No
Activemq,org.apache.activemq.transport.amqp.protocol.AmqpConnection.updateTracer.(Anon_1),(Anon_1),Anonymous Class,2,0,4,0,1,4,1,1,0,0,9,0,0,4,4,0,2,0,0,7,2,2,0,10,1,2,0,2,0,0,0,0,2,2,4,2,No
Activemq,org.apache.activemq.broker.region.AbstractRegion,AbstractRegion,Public Abstract Class,33,1,15,3,3,19,2,67,0,1,509,109,0.21,57,57,117,102,0,3,323,282,33,13,685,11,1,5,33,83,79,0,10,23,217,336,98,No
Activemq,org.apache.activemq.broker.region.DurableTopicSubscription,DurableTopicSubscription,Public Class,123,0,11,1,2,12,2,43,0,1,323,36,0.11,51,51,76,66,0,0,192,170,29,8,401,12,3,4,29,86,83,0,7,22,131,217,65,No
Activemq,org.apache.activemq.broker.region.RegionBroker,RegionBroker,Public Class,149,0,8,0,2,9,1,107,0,3,731,42,0.06,78,78,216,169,0,1,409,357,81,28,880,11,2,6,81,96,92,1,10,70,302,472,150,No
Activemq,org.apache.activemq.broker.region.TopicRegion,TopicRegion,Public Class,54,1,15,1,4,17,1,38,0,1,329,44,0.13,49,49,78,77,0,1,218,195,21,6,411,13,2,6,21,83,79,2,4,15,149,231,74,No
