Project,Full Path,Class Name,Kind,All Methods,Average Blank Lines,Average Code Lines,Average Comment Lines,Average Cyclomatic Complexity,Average Lines,Base Classes,Blank Lines,Class Methods,Class Variables,Code Lines,Comment Lines,Comment to Code Ratio,Coupled Classes,Coupled Classes Modified,Declarative Code Lines,Declarative Statements,Default Methods,Derived Classes,Executable Code Lines,Executable Statements,Instance Methods,Instance Variables,Lines,Max Cyclomatic Complexity,Max Inheritance Tree,Max Nesting,Methods,Percent Lack of Cohesion,Percent Lack of Cohesion Modified,Private Methods,Protected Methods,Public Methods,Semicolons,Statements,Sum Cyclomatic Complexity,Code Smell
Cayenne,org.apache.cayenne.dbsync.merge.factory.H2MergerTokenFactory.createSetColumnTypeToDb.(Anon_1),(Anon_1),Anonymous Class,22,0,8,0,1,8,1,1,0,0,9,0,0,3,3,0,1,0,0,8,5,1,0,10,1,5,0,1,0,0,0,1,0,5,6,1,No
Cayenne,org.apache.cayenne.dbsync.merge.factory.H2MergerTokenFactory.createSetGeneratedFlagToDb.(Anon_4),(Anon_4),Anonymous Class,28,0,4,0,1,4,1,3,0,0,16,0,0,4,4,0,4,0,0,12,4,4,0,19,1,6,0,4,0,0,0,3,1,4,8,4,No
Cayenne,org.apache.cayenne.dbsync.merge.factory.H2MergerTokenFactory.createSetPrimaryKeyToDb.(Anon_3),(Anon_3),Anonymous Class,20,0,5,0,1,5,1,1,0,0,6,0,0,4,4,0,1,0,0,5,1,1,0,7,1,5,0,1,0,0,0,1,0,1,2,1,No
Cayenne,org.apache.cayenne.dbsync.merge.factory.HSQLMergerTokenFactory.createSetAllowNullToDb.(Anon_2),(Anon_2),Anonymous Class,21,1,6,0,1,7,1,2,0,0,7,0,0,5,5,1,2,0,0,6,2,1,0,9,1,6,0,1,0,0,0,0,1,2,3,1,No
Cayenne,org.apache.cayenne.dbsync.merge.factory.HSQLMergerTokenFactory.createSetColumnTypeToDb.(Anon_1),(Anon_1),Anonymous Class,22,0,8,0,1,8,1,1,0,0,9,0,0,3,3,0,1,0,0,8,5,1,0,10,1,5,0,1,0,0,0,1,0,5,6,1,No
Cayenne,org.apache.cayenne.dbsync.merge.factory.HSQLMergerTokenFactory.createSetGeneratedFlagToDb.(Anon_4),(Anon_4),Anonymous Class,27,0,4,0,1,4,1,2,0,0,13,0,0,3,3,0,3,0,0,10,3,3,0,15,1,6,0,3,0,0,0,2,1,3,6,3,No
Cayenne,org.apache.cayenne.dbsync.merge.factory.HSQLMergerTokenFactory.createSetPrimaryKeyToDb.(Anon_3),(Anon_3),Anonymous Class,20,0,5,0,1,5,1,1,0,0,6,0,0,4,4,0,1,0,0,5,1,1,0,7,1,5,0,1,0,0,0,1,0,1,2,1,No
Cayenne,org.apache.cayenne.dbsync.merge.factory.IngresMergerTokenFactory.createAddRelationshipToDb.(Anon_3),(Anon_3),Anonymous Class,20,11,35,2,4,48,1,11,0,0,36,2,0.06,13,13,7,8,0,0,32,26,1,0,49,4,5,3,1,0,0,0,0,1,24,29,4,No
Cayenne,org.apache.cayenne.dbsync.merge.factory.IngresMergerTokenFactory.createDropColumnToDb.(Anon_2),(Anon_2),Anonymous Class,21,1,11,0,1,12,1,2,0,0,12,0,0,6,6,2,3,0,0,11,8,1,0,14,1,6,0,1,0,0,0,0,1,8,9,1,No
Cayenne,org.apache.cayenne.dbsync.merge.factory.IngresMergerTokenFactory.createDropRelationshipToDb.(Anon_6),(Anon_6),Anonymous Class,21,3,14,0,2,17,1,4,0,0,15,0,0,7,7,2,3,0,0,13,10,1,0,19,2,5,1,1,0,0,0,0,1,9,11,2,No
Cayenne,org.apache.cayenne.dbsync.merge.factory.IngresMergerTokenFactory.createSetAllowNullToDb.(Anon_5),(Anon_5),Anonymous Class,21,3,18,0,2,21,1,4,0,0,19,0,0,7,7,2,3,0,0,17,14,1,0,23,2,6,1,1,0,0,0,0,1,13,15,2,No
Cayenne,org.apache.cayenne.dbsync.merge.factory.IngresMergerTokenFactory.createSetColumnTypeToDb.(Anon_1),(Anon_1),Anonymous Class,22,0,8,0,1,8,1,1,0,0,9,0,0,3,3,0,1,0,0,8,5,1,0,10,1,5,0,1,0,0,0,1,0,5,6,1,No
Cayenne,org.apache.cayenne.dbsync.merge.factory.IngresMergerTokenFactory.createSetGeneratedFlagToDb.(Anon_7),(Anon_7),Anonymous Class,27,0,4,0,1,4,1,2,0,0,13,0,0,4,4,0,3,0,0,10,3,3,0,15,1,6,0,3,0,0,0,2,1,3,6,3,No
Cayenne,org.apache.cayenne.dbsync.merge.factory.IngresMergerTokenFactory.createSetNotNullToDb.(Anon_4),(Anon_4),Anonymous Class,21,7,18,4,2,29,1,8,0,0,19,4,0.21,8,8,2,3,0,0,17,14,1,0,31,2,6,1,1,0,0,0,0,1,13,15,2,No
