Full Path,Class Name,Kind,All Methods,Average Blank Lines,Average Code Lines,Average Comment Lines,Average Cyclomatic Complexity,Average Lines,Base Classes,Blank Lines,Class Methods,Class Variables,Code Lines,Comment Lines,Comment to Code Ratio,Coupled Classes,Coupled Classes Modified,Declarative Code Lines,Declarative Statements,Default Methods,Derived Classes,Executable Code Lines,Executable Statements,Instance Methods,Instance Variables,Lines,Max Cyclomatic Complexity,Max Inheritance Tree,Max Nesting,Methods,Percent Lack of Cohesion,Percent Lack of Cohesion Modified,Private Methods,Protected Methods,Public Methods,Semicolons,Statements,Sum Cyclomatic Complexity,Code Smell
org.apache.activemq.test.JmsTopicSendReceiveWithTwoConnectionsAndByteSelectorTest,JmsTopicSendReceiveWithTwoConnectionsAndByteSelectorTest,Public Class,68.0,0.0,4.0,0.0,1.0,4.0,1.0,2.0,0.0,0.0,10.0,0.0,0.0,4.0,4.0,5.0,3.0,0.0,0.0,2.0,2.0,2.0,0.0,12.0,1.0,7.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,5.0,2.0,No
org.apache.activemq.test.message.NestedMapAndListPropertyTest,NestedMapAndListPropertyTest,Public Class,73.0,5.0,23.0,0.0,1.0,28.0,1.0,13.0,0.0,1.0,48.0,20.0,0.42,13.0,13.0,13.0,10.0,0.0,0.0,39.0,38.0,2.0,0.0,81.0,1.0,8.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,39.0,42.0,2.0,No
org.apache.activemq.test.message.NestedMapMessageTest,NestedMapMessageTest,Public Class,73.0,6.0,23.0,0.0,1.0,29.0,1.0,16.0,0.0,1.0,48.0,19.0,0.4,12.0,12.0,14.0,11.0,0.0,0.0,39.0,37.0,2.0,0.0,83.0,1.0,8.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,39.0,42.0,2.0,No
org.apache.activemq.test.retroactive.DummyMessageQuery,DummyMessageQuery,Public Class,2.0,0.0,6.0,0.0,2.0,6.0,2.0,4.0,0.0,2.0,15.0,20.0,1.33,7.0,7.0,6.0,7.0,0.0,0.0,8.0,8.0,2.0,0.0,39.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,9.0,13.0,3.0,No
org.apache.activemq.test.retroactive.RetroactiveConsumerBrokerRestartedTest,RetroactiveConsumerBrokerRestartedTest,Public Class,10.0,1.0,10.0,1.0,1.0,12.0,1.0,25.0,0.0,2.0,104.0,23.0,0.22,22.0,22.0,30.0,28.0,0.0,0.0,76.0,75.0,10.0,2.0,151.0,3.0,2.0,1.0,10.0,65.0,55.0,4.0,5.0,1.0,76.0,89.0,12.0,No
org.apache.activemq.test.retroactive.RetroactiveConsumerTestWithDestinationBasedBufferTest,RetroactiveConsumerTestWithDestinationBasedBufferTest,Public Class,43.0,0.0,3.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,5.0,20.0,4.0,1.0,1.0,2.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,25.0,1.0,6.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,1.0,No
org.apache.activemq.test.retroactive.RetroactiveConsumerTestWithSimpleMessageListTest,RetroactiveConsumerTestWithSimpleMessageListTest,Public Class,42.0,0.0,6.0,0.0,1.0,7.0,1.0,15.0,0.0,1.0,70.0,22.0,0.31,18.0,18.0,26.0,22.0,0.0,3.0,38.0,38.0,10.0,3.0,106.0,3.0,5.0,1.0,10.0,77.0,77.0,0.0,9.0,1.0,39.0,53.0,13.0,No
org.apache.activemq.test.retroactive.RetroactiveConsumerTestWithLastImagePolicyWithWildcardTest,RetroactiveConsumerTestWithLastImagePolicyWithWildcardTest,Public Class,46.0,0.0,3.0,0.0,1.0,3.0,1.0,4.0,0.0,0.0,16.0,19.0,1.19,7.0,7.0,7.0,7.0,0.0,0.0,6.0,5.0,4.0,1.0,39.0,1.0,6.0,0.0,4.0,75.0,75.0,0.0,4.0,0.0,6.0,11.0,4.0,No
org.apache.activemq.test.retroactive.RetroactiveConsumerTestWithTimePolicyTest,RetroactiveConsumerTestWithTimePolicyTest,Public Class,43.0,0.0,3.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,5.0,20.0,4.0,1.0,1.0,2.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,25.0,1.0,6.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,1.0,No
org.apache.activemq.test.retroactive.RetroactiveConsumerWithMessageQueryTest,RetroactiveConsumerWithMessageQueryTest,Public Class,39.0,1.0,7.0,1.0,1.0,9.0,1.0,13.0,0.0,1.0,58.0,24.0,0.41,18.0,18.0,24.0,20.0,0.0,0.0,32.0,31.0,7.0,3.0,94.0,3.0,5.0,1.0,7.0,76.0,76.0,0.0,6.0,1.0,33.0,44.0,10.0,No
org.apache.activemq.test.rollback.CloseRollbackRedeliveryQueueTest,CloseRollbackRedeliveryQueueTest,Public Class,39.0,1.0,11.0,0.0,1.0,13.0,1.0,19.0,0.0,1.0,80.0,19.0,0.24,12.0,12.0,24.0,26.0,0.0,0.0,60.0,58.0,7.0,2.0,118.0,2.0,5.0,1.0,7.0,57.0,57.0,0.0,4.0,3.0,59.0,70.0,9.0,No
org.apache.activemq.test.rollback.CloseRollbackRedeliveryQueueTest.createMessageCreator.(Anon_1),(Anon_1),Anonymous Class,1.0,0.0,5.0,0.0,1.0,5.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,5.0,5.0,1.0,2.0,0.0,0.0,5.0,3.0,1.0,0.0,6.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,1.0,No
org.apache.activemq.test.rollback.DelegatingTransactionalMessageListener,DelegatingTransactionalMessageListener,Public Class,4.0,0.0,7.0,0.0,2.0,7.0,2.0,6.0,0.0,1.0,35.0,16.0,0.46,10.0,10.0,11.0,11.0,0.0,0.0,20.0,15.0,4.0,4.0,57.0,2.0,1.0,1.0,4.0,50.0,50.0,1.0,0.0,3.0,16.0,24.0,7.0,No
org.apache.activemq.test.rollback.RollbacksWhileConsumingLargeQueueTest,RollbacksWhileConsumingLargeQueueTest,Public Class,41.0,2.0,11.0,0.0,2.0,13.0,2.0,28.0,0.0,1.0,111.0,21.0,0.19,20.0,20.0,28.0,30.0,0.0,0.0,74.0,67.0,9.0,6.0,160.0,6.0,5.0,2.0,9.0,70.0,63.0,0.0,4.0,5.0,61.0,85.0,22.0,Yes
org.apache.activemq.test.rollback.RollbacksWhileConsumingLargeQueueTest.createMessageCreator.(Anon_1),(Anon_1),Anonymous Class,1.0,0.0,5.0,0.0,1.0,5.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,5.0,5.0,1.0,2.0,0.0,0.0,5.0,3.0,1.0,0.0,6.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,1.0,Yes
org.apache.activemq.test.TemporaryDestinationToFromNameTest,TemporaryDestinationToFromNameTest,Public Class,36.0,3.0,8.0,0.0,1.0,11.0,1.0,9.0,0.0,1.0,19.0,0.0,0.0,7.0,7.0,12.0,12.0,0.0,0.0,13.0,13.0,2.0,0.0,28.0,1.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,13.0,16.0,2.0,No
org.apache.activemq.TimeStampTest,TimeStampTest,Public Class,1.0,14.0,34.0,16.0,1.0,62.0,1.0,14.0,0.0,0.0,36.0,32.0,0.89,14.0,14.0,15.0,14.0,0.0,0.0,31.0,29.0,1.0,0.0,80.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,29.0,31.0,1.0,No
org.apache.activemq.TopicSubscriptionCountBeforeFullTest,TopicSubscriptionCountBeforeFullTest,Public Class,51.0,0.0,7.0,2.0,1.0,9.0,1.0,9.0,0.0,0.0,59.0,35.0,0.59,16.0,16.0,24.0,20.0,0.0,0.0,31.0,30.0,7.0,7.0,102.0,2.0,5.0,1.0,7.0,71.0,63.0,0.0,5.0,2.0,36.0,46.0,9.0,No
org.apache.activemq.TransactionContextTest,TransactionContextTest,Public Class,4.0,4.0,21.0,0.0,1.0,25.0,1.0,20.0,0.0,0.0,89.0,18.0,0.2,10.0,10.0,20.0,24.0,0.0,0.0,61.0,40.0,4.0,3.0,126.0,2.0,1.0,1.0,4.0,50.0,50.0,0.0,0.0,4.0,40.0,56.0,5.0,No
org.apache.activemq.TransactionContextTest.testSyncBeforeEndCalledOnceOnRollback.(Anon_1),(Anon_1),Anonymous Class,7.0,0.0,5.0,0.0,1.0,5.0,1.0,2.0,0.0,0.0,15.0,0.0,0.0,4.0,4.0,0.0,3.0,0.0,0.0,11.0,4.0,3.0,0.0,17.0,2.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,3.0,3.0,7.0,4.0,No
org.apache.activemq.TransactionContextTest.testSyncBeforeEndCalledOnceOnRollback.(Anon_2),(Anon_2),Anonymous Class,7.0,0.0,4.0,0.0,1.0,4.0,1.0,2.0,0.0,0.0,13.0,0.0,0.0,3.0,3.0,0.0,3.0,0.0,0.0,10.0,3.0,3.0,0.0,15.0,1.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,3.0,6.0,3.0,No
org.apache.activemq.TransactionContextTest.testSyncIndexCleared.(Anon_3),(Anon_3),Anonymous Class,7.0,0.0,4.0,0.0,1.0,4.0,1.0,0.0,0.0,0.0,13.0,0.0,0.0,3.0,3.0,1.0,3.0,0.0,0.0,10.0,3.0,3.0,0.0,13.0,1.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,3.0,6.0,3.0,No
org.apache.activemq.transport.auto.AutoNIOSslTransportBrokerTest,AutoNIOSslTransportBrokerTest,Public Class,125.0,0.0,5.0,0.0,1.0,5.0,1.0,9.0,2.0,4.0,31.0,18.0,0.58,7.0,7.0,13.0,10.0,0.0,0.0,16.0,12.0,3.0,0.0,56.0,1.0,7.0,0.0,5.0,0.0,0.0,0.0,3.0,2.0,16.0,22.0,5.0,No
org.apache.activemq.transport.auto.AutoNIOTransportBrokerTest,AutoNIOTransportBrokerTest,Public Class,123.0,0.0,3.0,0.0,1.0,3.0,1.0,4.0,2.0,0.0,12.0,17.0,1.42,4.0,4.0,5.0,4.0,0.0,0.0,3.0,3.0,1.0,0.0,32.0,1.0,7.0,0.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,7.0,3.0,No
org.apache.activemq.transport.auto.AutoSslAuthTest,AutoSslAuthTest,Public Class,5.0,2.0,12.0,1.0,2.0,15.0,1.0,18.0,1.0,4.0,78.0,21.0,0.27,17.0,17.0,25.0,23.0,0.0,0.0,49.0,37.0,4.0,4.0,116.0,3.0,1.0,1.0,5.0,60.0,60.0,0.0,0.0,5.0,40.0,54.0,9.0,No
