Project,Full Path,Class Name,Kind,All Methods,Average Blank Lines,Average Code Lines,Average Comment Lines,Average Cyclomatic Complexity,Average Lines,Base Classes,Blank Lines,Class Methods,Class Variables,Code Lines,Comment Lines,Comment to Code Ratio,Coupled Classes,Coupled Classes Modified,Declarative Code Lines,Declarative Statements,Default Methods,Derived Classes,Executable Code Lines,Executable Statements,Instance Methods,Instance Variables,Lines,Max Cyclomatic Complexity,Max Inheritance Tree,Max Nesting,Methods,Percent Lack of Cohesion,Percent Lack of Cohesion Modified,Private Methods,Protected Methods,Public Methods,Semicolons,Statements,Sum Cyclomatic Complexity,Code Smell
poi,org.apache.poi.hemf.record.emf.HemfMisc.EmfSetMapperFlags,EmfSetMapperFlags,Public Static Class,8,0,4,0,1,4,2,2,0,0,13,4,0.31,4,4,6,4,0,0,3,3,3,0,19,1,2,0,3,0,0,0,0,3,3,7,3,No
poi,org.apache.poi.hemf.record.emf.HemfMisc.EmfSetMiterLimit,EmfSetMiterLimit,Public Static Class,6,0,4,0,1,4,2,6,0,0,27,4,0.15,11,11,13,8,0,0,7,7,6,1,37,1,1,0,6,50,33,0,0,6,8,15,6,No
poi,org.apache.poi.hemf.record.emf.HemfMisc.EmfSetRop2,EmfSetRop2,Public Static Class,9,0,4,1,1,5,2,2,0,0,15,5,0.33,6,6,7,4,0,0,4,4,3,0,22,1,2,0,3,0,0,0,0,3,4,8,3,No
poi,org.apache.poi.hemf.record.emf.HemfMisc.EmfSetStretchBltMode,EmfSetStretchBltMode,Public Static Class,9,0,4,1,1,5,2,3,0,0,15,5,0.33,6,6,7,4,0,0,4,4,3,0,23,1,2,0,3,0,0,0,0,3,4,8,3,No
poi,org.apache.poi.hemf.record.emf.HemfMisc.EmfSetWorldTransform,EmfSetWorldTransform,Public Static Class,6,0,4,0,1,4,2,6,0,0,29,0,0,12,12,14,9,0,0,10,10,6,1,35,1,1,0,6,50,33,0,0,6,10,17,6,No
poi,org.apache.poi.hemf.record.emf.HemfMisc.HemfModifyWorldTransformMode,HemfModifyWorldTransformMode,Public Enum Type,4,0,2,0,1,2,1,3,1,0,17,15,0.88,1,1,9,5,1,0,4,5,3,5,35,3,1,2,4,,,0,0,3,5,10,4,No
poi,org.apache.poi.hwmf.record.HwmfHatchStyle,HwmfHatchStyle,Public Enum Type,6,0,3,0,1,3,1,5,1,0,32,15,0.47,1,1,20,8,1,0,7,8,5,14,52,3,1,2,6,,,0,0,5,9,16,6,No
poi,org.apache.poi.hwmf.record.HwmfMapMode,HwmfMapMode,Public Enum Type,4,0,3,0,1,3,1,11,1,0,21,62,2.95,1,1,13,6,1,0,5,6,3,10,94,3,1,2,4,,,0,0,3,7,12,4,No
poi,org.apache.poi.hwmf.record.HwmfPalette.PaletteEntry,PaletteEntry,Public Static Class,8,0,4,3,1,7,2,12,0,5,44,21,0.48,9,9,20,19,0,0,23,18,8,2,77,1,1,0,8,38,31,0,0,8,22,31,9,No
poi,org.apache.poi.hwmf.record.HwmfPalette,HwmfPalette,Public Class,0,0,0,0,0,0,1,46,0,0,232,66,0.28,0,0,98,82,0,0,103,99,0,0,344,0,1,0,0,0,0,0,0,0,97,156,0,No
poi,org.apache.poi.hwmf.record.HwmfMisc.WmfCreateBrushIndirect,WmfCreateBrushIndirect,Public Static Class,9,0,5,0,1,5,3,11,0,0,49,46,0.94,14,14,21,15,0,1,20,16,9,3,106,1,1,0,9,67,56,0,0,9,19,29,9,No
poi,org.apache.poi.hwmf.record.HwmfMisc.WmfDibCreatePatternBrush,WmfDibCreatePatternBrush,Public Static Class,9,0,9,0,3,9,4,14,0,0,85,13,0.15,18,18,25,17,0,1,50,29,9,4,112,11,1,1,9,69,56,0,0,9,28,44,26,No
poi,org.apache.poi.hwmf.record.HwmfMisc.WmfCreatePenIndirect,WmfCreatePenIndirect,Public Static Class,9,0,5,0,1,5,3,12,0,0,50,5,0.1,15,15,23,17,0,1,23,19,9,3,67,1,1,0,9,67,56,0,0,9,20,30,9,No
poi,org.apache.poi.hwmf.record.HwmfMisc.WmfDeleteObject,WmfDeleteObject,Public Static Class,6,0,4,1,1,5,2,7,0,0,27,14,0.52,10,10,13,8,0,1,7,7,6,1,48,1,1,0,6,50,33,0,0,6,8,15,6,No
poi,org.apache.poi.hemf.record.emf.HemfPenStyle,HemfPenStyle,Public Class,19,0,4,0,1,4,1,8,2,0,34,0,0,5,5,13,10,0,0,14,13,5,1,42,2,2,0,7,57,43,0,0,7,15,23,10,No
poi,org.apache.poi.hwmf.record.HwmfMisc.WmfRestoreDc,WmfRestoreDc,Public Static Class,6,0,4,0,1,4,2,7,0,0,27,9,0.33,10,10,13,8,0,1,7,7,6,1,43,1,1,0,6,50,33,0,0,6,8,15,6,No
poi,org.apache.poi.hwmf.record.HwmfMisc.WmfSaveDc,WmfSaveDc,Public Static Class,5,0,4,0,1,4,2,4,0,0,22,3,0.14,7,7,11,6,0,1,5,5,5,0,29,1,1,0,5,0,0,0,0,5,5,11,5,No
