Full Path,Class Name,Kind,All Methods,Average Blank Lines,Average Code Lines,Average Comment Lines,Average Cyclomatic Complexity,Average Lines,Base Classes,Blank Lines,Class Methods,Class Variables,Code Lines,Comment Lines,Comment to Code Ratio,Coupled Classes,Coupled Classes Modified,Declarative Code Lines,Declarative Statements,Default Methods,Derived Classes,Executable Code Lines,Executable Statements,Instance Methods,Instance Variables,Lines,Max Cyclomatic Complexity,Max Inheritance Tree,Max Nesting,Methods,Percent Lack of Cohesion,Percent Lack of Cohesion Modified,Private Methods,Protected Methods,Public Methods,Semicolons,Statements,Sum Cyclomatic Complexity,Code Smell
org.apache.ivy.osgi.filter.OSGiFilterParser.Parser,Parser,Static Class,15.0,0.0,10.0,1.0,3.0,11.0,1.0,20.0,0.0,0.0,155.0,25.0,0.16,10.0,10.0,28.0,28.0,2.0,0.0,104.0,86.0,15.0,4.0,200.0,9.0,1.0,2.0,15.0,67.0,15.0,13.0,0.0,0.0,76.0,107.0,38.0,Yes
org.apache.ivy.osgi.obr.OBRResolver,OBRResolver,Public Class,155.0,1.0,14.0,0.0,3.0,15.0,1.0,13.0,0.0,0.0,92.0,1.0,0.01,23.0,23.0,20.0,19.0,0.0,0.0,57.0,40.0,6.0,4.0,106.0,10.0,4.0,3.0,6.0,67.0,67.0,1.0,1.0,4.0,35.0,55.0,19.0,No
org.apache.ivy.osgi.obr.xml.OBRXMLParser,OBRXMLParser,Public Class,1.0,0.0,10.0,0.0,2.0,10.0,1.0,85.0,1.0,0.0,285.0,4.0,0.01,8.0,8.0,90.0,93.0,0.0,0.0,182.0,98.0,0.0,0.0,373.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,124.0,179.0,2.0,No
org.apache.ivy.osgi.repo.AbstractOSGiResolver,AbstractOSGiResolver,Public Abstract Class,149.0,1.0,18.0,1.0,4.0,20.0,1.0,55.0,0.0,2.0,412.0,18.0,0.04,55.0,55.0,127.0,112.0,0.0,3.0,280.0,246.0,23.0,3.0,485.0,18.0,3.0,6.0,23.0,91.0,79.0,3.0,8.0,12.0,192.0,296.0,85.0,Yes
org.apache.ivy.plugins.repository.AbstractRepository,AbstractRepository,Public Abstract Class,22.0,0.0,4.0,0.0,1.0,4.0,2.0,25.0,0.0,0.0,99.0,0.0,0.0,13.0,13.0,30.0,29.0,0.0,8.0,44.0,45.0,22.0,4.0,124.0,3.0,1.0,2.0,22.0,82.0,68.0,0.0,11.0,11.0,45.0,72.0,26.0,No
org.apache.ivy.osgi.obr.xml.Capability,Capability,Public Class,5.0,0.0,4.0,0.0,1.0,4.0,1.0,7.0,0.0,0.0,26.0,0.0,0.0,6.0,6.0,10.0,10.0,0.0,0.0,11.0,11.0,5.0,2.0,33.0,2.0,1.0,1.0,5.0,40.0,40.0,0.0,0.0,5.0,11.0,19.0,6.0,No
org.apache.ivy.osgi.obr.xml.CapabilityProperty,CapabilityProperty,Public Class,5.0,0.0,4.0,0.0,1.0,4.0,1.0,9.0,0.0,0.0,23.0,0.0,0.0,2.0,2.0,10.0,9.0,0.0,0.0,7.0,7.0,5.0,3.0,32.0,2.0,1.0,0.0,5.0,40.0,40.0,0.0,0.0,5.0,10.0,16.0,6.0,No
org.apache.ivy.osgi.obr.xml.CapabilityAdapter,CapabilityAdapter,Public Class,3.0,1.0,26.0,0.0,6.0,27.0,1.0,5.0,3.0,0.0,79.0,1.0,0.01,10.0,10.0,15.0,16.0,0.0,0.0,60.0,39.0,0.0,0.0,85.0,8.0,1.0,2.0,3.0,0.0,0.0,2.0,0.0,1.0,35.0,51.0,17.0,Yes
org.apache.ivy.osgi.obr.xml.OBRXMLParser.AbstractRequirementHandler,AbstractRequirementHandler,Static Class,62.0,2.0,13.0,0.0,3.0,15.0,1.0,12.0,0.0,4.0,34.0,0.0,0.0,10.0,10.0,14.0,13.0,0.0,2.0,21.0,15.0,2.0,2.0,46.0,5.0,3.0,2.0,2.0,50.0,50.0,0.0,1.0,1.0,17.0,24.0,6.0,No
org.apache.ivy.osgi.obr.xml.OBRXMLParser.CapabilityHandler,CapabilityHandler,Static Class,62.0,1.0,9.0,0.0,1.0,10.0,1.0,7.0,0.0,2.0,23.0,0.0,0.0,6.0,6.0,11.0,11.0,0.0,0.0,14.0,5.0,2.0,1.0,30.0,1.0,3.0,0.0,2.0,50.0,50.0,0.0,1.0,1.0,11.0,15.0,2.0,No
