Full Path,Class Name,Kind,All Methods,Average Blank Lines,Average Code Lines,Average Comment Lines,Average Cyclomatic Complexity,Average Lines,Base Classes,Blank Lines,Class Methods,Class Variables,Code Lines,Comment Lines,Comment to Code Ratio,Coupled Classes,Coupled Classes Modified,Declarative Code Lines,Declarative Statements,Default Methods,Derived Classes,Executable Code Lines,Executable Statements,Instance Methods,Instance Variables,Lines,Max Cyclomatic Complexity,Max Inheritance Tree,Max Nesting,Methods,Percent Lack of Cohesion,Percent Lack of Cohesion Modified,Private Methods,Protected Methods,Public Methods,Semicolons,Statements,Sum Cyclomatic Complexity,Code Smell
org.jfree.chart.axis.SymbolAxis,SymbolAxis,Public Class,208.0,1.0,18.0,10.0,3.0,30.0,2.0,58.0,0.0,3.0,396.0,227.0,0.57,37.0,37.0,125.0,98.0,0.0,0.0,258.0,198.0,21.0,4.0,677.0,11.0,4.0,4.0,21.0,69.0,61.0,2.0,7.0,12.0,193.0,262.0,70.0,No
org.jfree.chart.block.BlockBorder,BlockBorder,Public Class,11.0,0.0,7.0,6.0,2.0,14.0,3.0,16.0,0.0,2.0,88.0,78.0,0.89,14.0,14.0,32.0,26.0,0.0,0.0,49.0,46.0,11.0,2.0,182.0,5.0,1.0,1.0,11.0,55.0,18.0,2.0,0.0,9.0,42.0,62.0,19.0,No
org.jfree.chart.block.BlockContainer,BlockContainer,Public Class,51.0,0.0,7.0,6.0,2.0,14.0,5.0,18.0,0.0,1.0,109.0,93.0,0.85,19.0,19.0,38.0,31.0,0.0,1.0,59.0,52.0,14.0,2.0,220.0,7.0,2.0,3.0,14.0,50.0,32.0,0.0,0.0,14.0,49.0,75.0,25.0,No
org.jfree.chart.entity.StandardEntityCollection,StandardEntityCollection,Public Class,11.0,0.0,6.0,6.0,1.0,12.0,5.0,14.0,0.0,1.0,70.0,69.0,0.99,10.0,10.0,31.0,21.0,0.0,0.0,28.0,28.0,11.0,1.0,153.0,3.0,1.0,2.0,11.0,0.0,0.0,0.0,0.0,11.0,28.0,45.0,16.0,No
org.jfree.chart.block.BlockResult,BlockResult,Public Class,3.0,0.0,3.0,4.0,1.0,8.0,2.0,5.0,0.0,0.0,13.0,18.0,1.38,2.0,2.0,6.0,5.0,0.0,0.0,3.0,3.0,3.0,1.0,36.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,4.0,8.0,3.0,No
org.jfree.chart.block.BorderArrangement,BorderArrangement,Public Class,10.0,1.0,36.0,8.0,7.0,45.0,3.0,25.0,0.0,1.0,365.0,90.0,0.25,13.0,13.0,104.0,78.0,0.0,0.0,265.0,206.0,10.0,5.0,479.0,13.0,1.0,2.0,10.0,30.0,10.0,0.0,5.0,5.0,164.0,235.0,70.0,No
org.jfree.chart.block.LengthConstraintType,LengthConstraintType,Public Final Class,5.0,0.0,7.0,6.0,2.0,13.0,2.0,11.0,0.0,4.0,47.0,38.0,0.81,3.0,3.0,18.0,12.0,0.0,0.0,22.0,20.0,5.0,1.0,96.0,4.0,1.0,1.0,5.0,20.0,0.0,2.0,0.0,3.0,17.0,29.0,11.0,No
org.jfree.chart.block.CenterArrangement,CenterArrangement,Public Class,13.0,1.0,10.0,9.0,2.0,20.0,3.0,22.0,0.0,1.0,135.0,126.0,0.93,13.0,13.0,50.0,33.0,0.0,0.0,73.0,63.0,13.0,0.0,282.0,13.0,1.0,2.0,13.0,0.0,0.0,0.0,8.0,5.0,46.0,78.0,31.0,No
org.jfree.chart.block.ColorBlock,ColorBlock,Public Class,45.0,0.0,6.0,7.0,1.0,14.0,2.0,11.0,0.0,1.0,55.0,63.0,1.15,13.0,13.0,17.0,12.0,0.0,0.0,28.0,25.0,8.0,1.0,129.0,4.0,2.0,1.0,8.0,25.0,13.0,2.0,0.0,6.0,25.0,37.0,11.0,No
org.jfree.chart.block.ColumnArrangement,ColumnArrangement,Public Class,11.0,1.0,18.0,10.0,4.0,28.0,3.0,25.0,0.0,1.0,201.0,115.0,0.57,14.0,14.0,52.0,42.0,0.0,0.0,127.0,98.0,11.0,4.0,339.0,13.0,1.0,4.0,11.0,73.0,50.0,0.0,5.0,6.0,82.0,125.0,42.0,No
org.jfree.chart.ui.HorizontalAlignment,HorizontalAlignment,Public Final Class,5.0,0.0,8.0,6.0,2.0,14.0,2.0,10.0,0.0,4.0,47.0,39.0,0.83,3.0,3.0,19.0,13.0,0.0,0.0,23.0,20.0,5.0,1.0,96.0,4.0,1.0,1.0,5.0,20.0,0.0,2.0,0.0,3.0,18.0,30.0,11.0,No
org.jfree.chart.ui.VerticalAlignment,VerticalAlignment,Public Final Class,5.0,1.0,8.0,6.0,2.0,14.0,2.0,14.0,0.0,4.0,49.0,40.0,0.82,3.0,3.0,18.0,12.0,0.0,0.0,23.0,20.0,5.0,1.0,102.0,4.0,1.0,1.0,5.0,20.0,0.0,2.0,0.0,3.0,17.0,29.0,11.0,No
org.jfree.chart.block.EmptyBlock,EmptyBlock,Public Class,42.0,0.0,5.0,8.0,1.0,13.0,5.0,7.0,0.0,1.0,28.0,43.0,1.54,6.0,6.0,14.0,8.0,0.0,0.0,11.0,9.0,5.0,0.0,78.0,1.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,10.0,16.0,5.0,No
org.jfree.chart.block.FlowArrangement,FlowArrangement,Public Class,14.0,1.0,16.0,10.0,3.0,26.0,3.0,28.0,0.0,1.0,227.0,143.0,0.63,14.0,14.0,63.0,49.0,0.0,0.0,142.0,108.0,14.0,4.0,397.0,13.0,1.0,4.0,14.0,79.0,39.0,0.0,8.0,6.0,91.0,138.0,46.0,No
